Ppv,Pdg,Pch,Pdch,SOC,Pbuy,Psell,Eload,P_RE_served,Csell,Cbuy,Pserved,POA,Temperature,Wind Speed
7.181935803559012e-14,0.0,0.0,0.0,0,0.0,0.0,1952.529427500629,7.181935803559012e-14,0.07054,0.1635,1952.529427500629,199.07118512711864,-14.9,10
8.59591520957242e-14,0.0,0.0,0.0,0,0.0,0.0,1971.8511440346547,8.59591520957242e-14,0.07054,0.1635,1971.8511440346547,238.27308418777864,-14.6,10
1.262066320323759e-13,0.0,0.0,0.0,0,0.0,0.0,1939.0022792633297,1.262066320323759e-13,0.07054,0.1635,1939.0022792633297,349.8662271717996,-14.4,10
1.2086999080857395e-13,0.0,0.0,0.0,0,0.0,0.0,1843.9510273784372,1.2086999080857395e-13,0.07054,0.1635,1843.9510273784372,335.06863368177153,-14.4,10
1.1771874272378398e-13,0.0,0.0,0.0,0,0.0,0.0,1761.6763768107378,1.1771874272378398e-13,0.07054,0.1635,1761.6763768107378,326.3299292086303,-14.5,10
2.752315702760466e-14,0.0,0.0,0.0,0,0.0,0.0,1754.51265519866,2.752315702760466e-14,0.07054,0.1635,1754.51265519866,76.28337775907187,-14.7,10
1.3441994386726437e-14,0.0,0.0,0.0,0,0.0,0.0,1892.3861777586487,1.3441994386726437e-14,0.07054,0.1635,1892.3861777586487,37.25467285908161,-14.9,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2399.4790369440343,0.0,0.07054,0.1635,2399.4790369440343,0.0,-15.0,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3344.1299357540915,0.0,0.07054,0.1635,3344.1299357540915,0.0,-15.0,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3903.7956866976792,0.0,0.07054,0.1635,3903.7956866976792,0.0,-14.9,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3796.5128992704254,0.0,0.07054,0.1635,3796.5128992704254,0.0,-15.0,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3532.3722944192914,0.0,0.07054,0.1635,3532.3722944192914,0.0,-15.2,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3248.0080189543505,0.0,0.07054,0.1635,3248.0080189543505,0.0,-15.3,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2670.7574078941584,0.0,0.07054,0.1635,2670.7574078941584,0.0,-15.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2100.6813332431648,0.0,0.07054,0.1635,2100.6813332431648,0.0,-15.0,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1536.5620488456916,0.0,0.07054,0.1635,1536.5620488456916,0.0,-14.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1316.9178452637807,0.0,0.07054,0.1635,1316.9178452637807,0.0,-14.2,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1238.0130854785748,0.0,0.07054,0.1635,1238.0130854785748,0.0,-14.6,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1218.6091764864395,0.0,0.07054,0.1635,1218.6091764864395,0.0,-15.3,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1222.0288153356835,0.0,0.07054,0.1635,1222.0288153356835,0.0,-16.2,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1332.0823537850001,0.0,0.07054,0.1635,1332.0823537850001,0.0,-17.1,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1746.4534683850723,0.0,0.07054,0.1635,1746.4534683850723,0.0,-17.7,10
4.1609674838637964e-15,0.0,0.0,0.0,0,0.0,0.0,2430.9717261565506,4.1609674838637964e-15,0.07054,0.1635,2430.9717261565506,11.531208265906214,-17.1,10
1.4321132685023184e-13,0.0,0.0,0.0,0,0.0,0.0,2260.6819307100245,1.4321132685023184e-13,0.07054,0.1635,2260.6819307100245,397.0027455240405,-15.8,10
2.278348840381962e-13,0.0,0.0,0.0,0,0.0,0.0,1942.8436952002412,2.278348840381962e-13,0.07054,0.1635,1942.8436952002412,631.7157484801862,-14.8,10
1.2145962135928647e-13,0.0,0.0,0.0,0,0.0,0.0,1912.975388515101,1.2145962135928647e-13,0.07054,0.1635,1912.975388515101,336.70659155445946,-14.1,10
2.6065736936966215e-13,0.0,0.0,0.0,0,0.0,0.0,1914.3531936681486,2.6065736936966215e-13,0.07054,0.1635,1914.3531936681486,722.7972503592343,-13.5,10
2.488757410676563e-13,0.0,0.0,0.0,0,0.0,0.0,1862.204241957038,2.488757410676563e-13,0.07054,0.1635,1862.204241957038,690.1234625736993,-12.9,10
2.7111217800799715e-13,0.0,0.0,0.0,0,0.0,0.0,1821.211834954592,2.7111217800799715e-13,0.07054,0.1635,1821.211834954592,751.8239867958223,-12.6,10
2.060411087988949e-13,0.0,0.0,0.0,0,0.0,0.0,1812.919048523219,2.060411087988949e-13,0.07054,0.1635,1812.919048523219,571.2946792081829,-13.0,10
1.1471047461490067e-13,0.0,0.0,0.0,0,0.0,0.0,1938.5480577843032,1.1471047461490067e-13,0.07054,0.1635,1938.5480577843032,317.9878282701272,-14.6,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2440.1426741140417,0.0,0.07054,0.1635,2440.1426741140417,0.0,-15.7,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3405.774279336284,0.0,0.07054,0.1635,3405.774279336284,0.0,-17.1,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3951.7052379378742,0.0,0.07054,0.1635,3951.7052379378742,0.0,-17.900000000000002,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3827.789292540548,0.0,0.07054,0.1635,3827.789292540548,0.0,-18.5,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3554.3479621664874,0.0,0.07054,0.1635,3554.3479621664874,0.0,-18.9,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3265.484731099758,0.0,0.07054,0.1635,3265.484731099758,0.0,-19.0,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2682.4373887834163,0.0,0.07054,0.1635,2682.4373887834163,0.0,-19.200000000000003,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2112.912868785526,0.0,0.07054,0.1635,2112.912868785526,0.0,-19.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1549.053139518925,0.0,0.07054,0.1635,1549.053139518925,0.0,-19.700000000000003,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1319.1110861196523,0.0,0.07054,0.1635,1319.1110861196523,0.0,-19.8,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1244.4349120082425,0.0,0.07054,0.1635,1244.4349120082425,0.0,-19.8,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1236.6201396095594,0.0,0.07054,0.1635,1236.6201396095594,0.0,-19.700000000000003,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1249.3794372513614,0.0,0.07054,0.1635,1249.3794372513614,0.0,-19.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1367.619777120278,0.0,0.07054,0.1635,1367.619777120278,0.0,-19.200000000000003,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1856.2993627296912,0.0,0.07054,0.1635,1856.2993627296912,0.0,-18.8,10
4.3893460198487305e-15,0.0,0.0,0.0,0,0.0,0.0,2406.9845061450937,4.3893460198487305e-15,0.07054,0.1635,2406.9845061450937,12.16407827294689,-17.2,10
1.4570651459824715e-13,0.0,0.0,0.0,0,0.0,0.0,2222.1596233697137,1.4570651459824715e-13,0.07054,0.1635,2222.1596233697137,403.9387094496703,-14.4,10
1.633083715504517e-13,0.0,0.0,0.0,0,0.0,0.0,1872.8481652822297,1.633083715504517e-13,0.07054,0.1635,1872.8481652822297,452.7923316960976,-11.4,10
1.9597469685057448e-13,0.0,0.0,0.0,0,0.0,0.0,1872.465321464193,1.9597469685057448e-13,0.07054,0.1635,1872.465321464193,543.4442699379757,-8.6,10
1.7832676926496485e-13,0.0,0.0,0.0,0,0.0,0.0,1838.0526370293624,1.7832676926496485e-13,0.07054,0.1635,1838.0526370293624,494.51847208792657,-6.6000000000000005,10
3.028610657306323e-13,0.0,0.0,0.0,0,0.0,0.0,1762.35338311043,3.028610657306323e-13,0.07054,0.1635,1762.35338311043,840.1011837537858,-5.4,10
2.6793202294419724e-13,0.0,0.0,0.0,0,0.0,0.0,1713.141730297025,2.6793202294419724e-13,0.07054,0.1635,1713.141730297025,743.1654112805461,-5.2,10
2.037067802141201e-13,0.0,0.0,0.0,0,0.0,0.0,1713.563507384693,2.037067802141201e-13,0.07054,0.1635,1713.563507384693,564.9348627752921,-6.2,10
1.1284843370707483e-13,0.0,0.0,0.0,0,0.0,0.0,1848.218546321864,1.1284843370707483e-13,0.07054,0.1635,1848.218546321864,312.87934091911904,-8.8,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2343.9558685315824,0.0,0.07054,0.1635,2343.9558685315824,0.0,-10.5,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3297.8858632703277,0.0,0.07054,0.1635,3297.8858632703277,0.0,-11.2,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3865.7708600248743,0.0,0.07054,0.1635,3865.7708600248743,0.0,-11.6,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3777.457226745544,0.0,0.07054,0.1635,3777.457226745544,0.0,-12.5,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3524.390974144965,0.0,0.07054,0.1635,3524.390974144965,0.0,-13.2,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3243.5306929468015,0.0,0.07054,0.1635,3243.5306929468015,0.0,-13.3,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2681.8101305504747,0.0,0.07054,0.1635,2681.8101305504747,0.0,-13.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2119.7413316868933,0.0,0.07054,0.1635,2119.7413316868933,0.0,-13.6,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1590.3094275710914,0.0,0.07054,0.1635,1590.3094275710914,0.0,-13.6,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1366.518830773494,0.0,0.07054,0.1635,1366.518830773494,0.0,-13.7,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1286.8527092710624,0.0,0.07054,0.1635,1286.8527092710624,0.0,-13.8,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1275.241943083371,0.0,0.07054,0.1635,1275.241943083371,0.0,-13.9,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1281.0083929075859,0.0,0.07054,0.1635,1281.0083929075859,0.0,-14.2,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1396.021597315989,0.0,0.07054,0.1635,1396.021597315989,0.0,-14.6,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1887.4113710835948,0.0,0.07054,0.1635,1887.4113710835948,0.0,-14.8,10
4.6588580594509154e-15,0.0,0.0,0.0,0,0.0,0.0,2468.282776219456,4.6588580594509154e-15,0.07054,0.1635,2468.282776219456,12.912098637517726,-14.3,10
1.3676506652395869e-13,0.0,0.0,0.0,0,0.0,0.0,2328.858411752505,1.3676506652395869e-13,0.07054,0.1635,2328.858411752505,379.163202666442,-12.7,10
2.2077140608959465e-13,0.0,0.0,0.0,0,0.0,0.0,1991.670341236185,2.2077140608959465e-13,0.07054,0.1635,1991.670341236185,612.2013548663257,-10.5,10
2.7709930115643783e-13,0.0,0.0,0.0,0,0.0,0.0,1983.5073323702486,2.7709930115643783e-13,0.07054,0.1635,1983.5073323702486,768.5397676458005,-8.1,10
3.0776649094035645e-13,0.0,0.0,0.0,0,0.0,0.0,1933.067118604048,3.0776649094035645e-13,0.07054,0.1635,1933.067118604048,853.7037011828421,-5.9,10
3.037968667389665e-13,0.0,0.0,0.0,0,0.0,0.0,1865.7666361282616,3.037968667389665e-13,0.07054,0.1635,1865.7666361282616,842.7213047993454,-4.5,10
2.69085286878742e-13,0.0,0.0,0.0,0,0.0,0.0,1807.4208056675725,2.69085286878742e-13,0.07054,0.1635,1807.4208056675725,746.3905644307274,-4.1000000000000005,10
2.051546456117954e-13,0.0,0.0,0.0,0,0.0,0.0,1798.191457805635,2.051546456117954e-13,0.07054,0.1635,1798.191457805635,568.9740035015789,-4.9,10
1.1514186223326189e-13,0.0,0.0,0.0,0,0.0,0.0,1928.3756596135295,1.1514186223326189e-13,0.07054,0.1635,1928.3756596135295,319.25285764230006,-7.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2421.6277414451447,0.0,0.07054,0.1635,2421.6277414451447,0.0,-9.1,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3368.3118221137024,0.0,0.07054,0.1635,3368.3118221137024,0.0,-10.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3920.6667702043846,0.0,0.07054,0.1635,3920.6667702043846,0.0,-11.2,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3839.836976531875,0.0,0.07054,0.1635,3839.836976531875,0.0,-11.6,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3592.6972327528824,0.0,0.07054,0.1635,3592.6972327528824,0.0,-11.5,10
0.0,0.0,0.0,0.0,0,0.0,0.0,3321.5918985566727,0.0,0.07054,0.1635,3321.5918985566727,0.0,-11.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2740.447960533395,0.0,0.07054,0.1635,2740.447960533395,0.0,-11.4,10
0.0,0.0,0.0,0.0,0,0.0,0.0,2146.38250291152,0.0,0.07054,0.1635,2146.38250291152,0.0,-11.3,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1566.6509773920732,0.0,0.07054,0.1635,1566.6509773920732,0.0,-10.9,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1342.6959956782568,0.0,0.07054,0.1635,1342.6959956782568,0.0,-10.5,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1269.6788114450062,0.0,0.07054,0.1635,1269.6788114450062,0.0,-10.1,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1259.6059094077334,0.0,0.07054,0.1635,1259.6059094077334,0.0,-9.8,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1251.339078489448,0.0,0.07054,0.1635,1251.339078489448,0.0,-9.5,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1363.799990777606,0.0,0.07054,0.1635,1363.799990777606,0.0,-9.3,10
0.0,0.0,0.0,0.0,0,0.0,0.0,1834.2198729301467,0.0,0.07054,0.1635,1834.2198729301467,0.0,-9.0,10
3.199848776944297e-15,0.0,0.0,0.0,0,0.0,0.0,2399.7602216691457,3.199848776944297e-15,0.07054,0.1635,2399.7602216691457,8.87016020454324,-7.7,10
1.3699393152431678e-13,0.0,0.0,0.0,0,0.0,0.0,2241.5181102139463,1.3699393152431678e-13,0.07054,0.1635,2241.5181102139463,379.8878598261649,-4.800000000000001,10
2.172485826030919e-13,0.0,0.0,0.0,0,0.0,0.0,1923.210512509169,2.172485826030919e-13,0.07054,0.1635,1923.210512509169,602.5892307224683,-1.6,10
2.7248717803879704e-13,0.0,0.0,0.0,0,0.0,0.0,1938.3533914361487,2.7248717803879704e-13,0.07054,0.1635,1938.3533914361487,755.9475225199607,1.0,10
